Material Description,Plant,Period,Year,Amount in LC,Quantity
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9577.38,335
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9577.38,335
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5666.47,199
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5353.6,188
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4658.33,164
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4936.44,174
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1451.38,52
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1199.35,43
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9377.49,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9394.87,329
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9577.38,335
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9785.96,343
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12410.62,434
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12445.38,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12228.11,428
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12210.73,427
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11167.82,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11185.2,392
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2450.84,87
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3641.49,128
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2242.25,80
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3676.25,130
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9516.55,333
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9490.47,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12523.6,438
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12445.38,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12236.8,428
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12297.64,430
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12367.16,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12349.78,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11767.49,412
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11793.56,413
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11567.6,405
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11550.22,404
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11020.07,386
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11046.15,387
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9542.62,334
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9473.09,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12749.56,446
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12758.25,446
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11880.47,416
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11880.47,416
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11002.69,385
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11054.84,387
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12271.56,429
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12167.27,426
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5770.76,203
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5822.91,205
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5883.75,207
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5883.75,207
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12054.29,422
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12167.27,426
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10524.69,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10489.93,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12419.31,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12532.29,438
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11750.11,411
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11645.82,408
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9377.49,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9464.4,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6891.89,242
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,486.69,18
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,-4814.76,-166
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,391.09,15
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3233.02,114
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,617.05,23
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,573.6,22
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,-9916.33,-344
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10846.25,380
Crate: Brown Quart,AA,9,2022,-5474.18,-377
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,660.51,25
Crate: Brown Quart,AA,9,2022,-333.36,-22
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6761.53,237
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10620.29,372
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,13053.75,457
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,13088.51,458
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12167.27,426
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12349.78,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,13314.47,466
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,13305.78,465
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10481.24,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10498.62,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9733.82,341
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9742.51,341
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9047.24,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9142.84,320
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10350.87,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10316.11,361
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10064.07,352
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9933.71,348
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7057.02,248
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7143.93,251
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6909.27,242
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6822.36,239
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8430.18,295
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8438.87,296
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11863.09,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11863.09,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9872.87,346
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9707.75,340
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7439.42,261
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7578.47,266
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9481.78,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9490.47,332
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6526.87,229
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6596.4,232
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3363.38,119
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2876.69,102
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5553.49,195
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5553.49,195
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2129.27,76
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2198.8,78
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6405.2,225
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6231.38,219
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9507.85,333
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9629.53,337
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5988.04,210
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5935.89,208
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10802.8,378
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10724.58,375
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9603.45,336
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9525.24,334
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11176.51,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11402.47,399
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12714.8,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12671.35,443
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11437.24,400
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11498.07,402
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10011.93,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9942.4,348
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12419.31,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12358.47,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10785.42,378
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10872.33,381
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11715.35,410
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11671.89,408
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7648.0,268
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,330.25,13
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7674.07,269
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,225.96,9
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1720.8,62
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1781.64,64
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2016.29,72
Crate: Brown Quart,AA,9,2022,-1017.64,-69
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12575.75,440
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12445.38,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10142.29,355
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10090.15,353
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6944.04,244
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6648.55,233
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9672.98,339
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9916.33,347
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9221.05,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9073.31,318
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9420.95,330
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9455.71,331
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7282.98,255
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7395.96,259
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10854.95,380
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10976.62,384
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1451.38,52
Crate: Brown Quart,AA,9,2022,-732.52,-49
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10915.78,382
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10941.85,383
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10489.93,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10481.24,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10394.33,364
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10098.84,354
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11080.91,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11072.22,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9699.05,340
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9716.44,340
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11254.73,394
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11454.62,401
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8986.4,315
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8864.73,311
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2007.6,72
Crate: Brown Quart,AA,9,2022,-1013.25,-68
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12810.4,448
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12836.47,449
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11150.44,390
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11080.91,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11159.13,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11167.82,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9403.56,329
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9203.67,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5284.07,186
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5431.82,191
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9221.05,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9299.27,326
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2520.36,89
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2294.4,82
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8899.49,312
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9116.76,319
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10255.27,359
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,225.96,9
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10237.89,358
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,217.27,9
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7326.44,257
Crate: Brown Quart,AA,9,2022,-3697.7,-254
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11028.76,386
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11106.98,389
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10429.09,365
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10029.31,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6683.31,235
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6831.05,240
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5249.31,185
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5466.58,192
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10533.38,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10489.93,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10602.91,371
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10576.84,370
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11037.45,386
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11072.22,388
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12036.91,421
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11941.31,418
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10489.93,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10403.02,364
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1668.65,60
Crate: Brown Quart,AA,9,2022,-842.18,-57
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10150.98,355
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10281.35,360
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9855.49,345
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9612.15,337
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11741.42,411
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11932.62,418
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8969.02,314
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8760.44,307
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6587.71,231
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6961.42,244
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10550.76,369
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10437.78,365
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9586.07,336
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9594.76,336
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6066.25,213
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6022.8,212
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12115.13,424
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12141.2,425
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12158.58,425
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12262.87,429
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11298.18,395
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11011.38,385
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9881.56,346
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10124.91,355
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3719.71,131
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3641.49,128
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2702.87,96
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,2685.49,95
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9151.53,321
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9186.29,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6179.24,217
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6205.31,218
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4249.85,150
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4128.18,145
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1816.4,65
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1842.47,66
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8299.82,291
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8343.27,292
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12428.0,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12428.0,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10933.16,383
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10976.62,384
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11115.67,389
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10941.85,383
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,703.96,26
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,929.93,34
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,990.76,36
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1103.75,40
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,895.16,33
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1121.13,41
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7213.45,253
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7117.85,250
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5397.05,190
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5449.2,192
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1912.0,68
Crate: Brown Quart,AA,9,2022,-965.0,-65
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8126.0,285
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8039.09,282
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9942.4,348
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10046.69,352
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11671.89,408
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11628.44,407
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7230.84,254
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7196.07,252
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11880.47,416
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11950.0,418
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11593.67,406
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11411.16,399
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9177.6,322
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9290.58,325
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9612.15,337
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9681.67,339
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3780.55,133
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3589.35,127
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8934.25,313
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8969.02,314
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9812.04,344
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,9812.04,344
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8360.65,293
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8438.87,296
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10090.15,353
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10011.93,351
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8308.51,291
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8386.73,294
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1868.55,67
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1842.47,66
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5753.38,202
Crate: Brown Quart,AA,9,2022,-2903.77,-199
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3041.82,108
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,3024.44,107
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7813.13,274
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7752.29,272
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7274.29,255
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7248.22,254
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6379.13,224
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,6283.53,221
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10750.65,376
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10785.42,378
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4536.65,160
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4640.95,163
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10411.71,365
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10333.49,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10637.67,372
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10663.75,373
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10776.73,377
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11046.15,387
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11550.22,404
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11402.47,399
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12766.95,447
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12845.16,449
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12506.22,438
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12436.69,435
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11611.05,406
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11602.36,406
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10420.4,365
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10472.55,367
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11437.24,400
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,11211.27,392
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12714.8,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12706.11,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12341.09,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12367.16,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10785.42,378
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10707.2,375
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10611.6,372
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,10689.82,374
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,1764.25,63
Crate: Brown Quart,AA,9,2022,-890.43,-60
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12384.55,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,12323.71,431
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8160.76,286
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,8091.24,284
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4154.25,146
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,4249.85,150
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7448.11,261
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7369.89,258
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5240.62,184
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,5370.98,189
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7995.64,280
B&CR: 750RB Amber Calabash & Brown Crate,AA,9,2022,7856.58,275
