Material Description,Plant,Period,Year,Amount in LC,Quantity
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,825.64,30
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5145.02,181
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,556.22,21
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,869.09,32
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11889.16,416
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10724.58,375
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10863.64,380
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,21822.87,762
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14479.05,506
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11628.44,407
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,20249.82,708
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,20849.49,728
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18685.45,653
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10255.27,359
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9759.89,342
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3780.55,133
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,373.71,15
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,999.45,36
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8.69,2
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2242.25,80
Crate: Brown Quart,AA,8,2022,-1131.68,-77
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17938.04,627
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14218.33,497
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,21901.09,765
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,4458.44,157
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8838.65,310
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1790.33,64
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10385.64,364
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5657.78,199
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8430.18,295
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,4467.13,157
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,6040.18,212
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7256.91,255
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13575.2,475
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12175.96,426
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16695.24,584
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11854.4,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18068.4,632
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12280.25,430
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17859.82,624
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19076.55,667
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18129.24,634
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15217.78,532
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2363.93,84
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15122.18,529
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14261.78,499
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7656.69,268
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10316.11,361
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1790.33,64
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2633.35,93
Crate: Brown Quart,AA,8,2022,-1329.07,-90
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7587.16,266
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2902.76,103
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3598.04,127
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1251.49,45
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12332.4,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,6683.31,235
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8056.47,282
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11871.78,415
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13514.36,473
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7039.64,247
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15530.65,543
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18824.51,658
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14826.69,518
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7100.47,249
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10368.25,363
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14565.96,509
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,69.53,4
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15261.24,534
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,382.4,15
Crate: Brown Quart,AA,8,2022,-193.0,-12
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17990.18,629
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14592.04,510
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13427.45,470
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12384.55,433
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12349.78,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13427.45,470
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3154.8,112
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,104.29,5
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9299.27,326
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12732.18,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9351.42,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13557.82,474
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11419.85,400
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9368.8,328
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5457.89,192
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13575.2,475
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16477.96,576
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2511.67,89
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,382.4,15
Crate: Brown Quart,AA,8,2022,-193.0,-12
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11228.65,393
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14061.89,492
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12315.02,431
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10568.15,370
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8543.16,299
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,217.27,9
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5875.05,206
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10507.31,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9229.75,323
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7674.07,269
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11689.27,409
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14340.0,502
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14105.35,493
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11167.82,391
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13375.31,468
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11611.05,406
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12732.18,445
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14965.75,523
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12288.95,430
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1347.09,48
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3154.8,112
Crate: Brown Quart,AA,8,2022,-1592.25,-108
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14592.04,510
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11758.8,412
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17433.96,609
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12819.09,448
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12488.84,437
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15009.2,525
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17911.96,626
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13609.96,476
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15252.55,533
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8551.85,300
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13888.07,486
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18494.25,646
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19285.13,674
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17955.42,628
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18702.84,654
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,4414.98,155
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14957.05,523
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12845.16,449
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11793.56,413
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14913.6,522
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8604.0,302
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,6179.24,217
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15999.96,559
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17833.75,623
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11011.38,385
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14565.96,509
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14991.82,524
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15478.51,541
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15417.67,539
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12506.22,438
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2911.45,103
Crate: Brown Quart,AA,8,2022,-1469.43,-100
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10498.62,368
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17390.51,608
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14826.69,518
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12071.67,422
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8091.24,284
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13540.44,474
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18207.45,636
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12819.09,448
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14035.82,491
B&CR: 660RB Green Lite & Red Crate,AA,8,2022,1201.63,41
B&CR: 660RB Green Lite & Red Crate,AA,8,2022,385.25,14
B&CR: 660RB Green Lite & Red Crate,AA,8,2022,91.73,5
B&CR: 660RB Green Lite & Red Crate,AA,8,2022,1751.99,59
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,98841.71,3448
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,-117005.71,-4078
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17.38,2
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,173.82,8
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17686.0,618
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16260.69,568
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,23578.44,824
Crate: Brown Quart,AA,8,2022,-11900.2,-821
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15513.27,542
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13653.42,478
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11706.65,410
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14783.24,517
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10559.45,370
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14670.25,513
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2329.16,83
Crate: Brown Quart,AA,8,2022,-1175.55,-80
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15921.75,557
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15852.22,554
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13583.89,475
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14635.49,512
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9038.55,317
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15843.53,554
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8186.84,287
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12819.09,448
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19650.15,687
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17546.95,613
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18972.25,663
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16834.29,588
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16382.36,573
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16243.31,568
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13966.29,488
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16521.42,578
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15061.35,527
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18633.31,651
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,18085.78,632
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12332.4,432
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9134.15,320
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3763.16,133
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3137.42,111
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2502.98,89
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9142.84,320
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10420.4,365
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8238.98,289
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10628.98,372
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12653.96,443
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,8412.8,295
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1564.36,56
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,4554.04,160
Crate: Brown Quart,AA,8,2022,-2298.45,-157
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1468.76,53
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15070.04,527
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13453.53,471
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12836.47,449
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12315.02,431
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16582.25,580
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17607.78,615
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,21188.44,740
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19650.15,687
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,17686.0,618
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19389.42,678
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,20423.64,714
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,20032.55,700
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19267.75,673
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,20406.25,713
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12019.53,421
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2442.15,87
Crate: Brown Quart,AA,8,2022,-1232.57,-84
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16243.31,568
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11211.27,392
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12054.29,422
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,14218.33,497
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10098.84,354
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1764.25,63
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11619.75,407
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15278.62,534
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15591.49,545
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13636.04,477
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,15226.47,532
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,19302.51,675
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,16860.36,589
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11984.76,419
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13314.47,466
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,10350.87,362
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1477.45,53
Crate: Brown Quart,AA,8,2022,-745.68,-50
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5848.98,205
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,13540.44,474
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,9334.04,327
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,7865.27,276
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2485.6,88
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,12045.6,422
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11402.47,399
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,11706.65,410
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,6179.24,217
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5431.82,191
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,2598.58,92
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,1538.29,55
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,5753.38,202
B&CR: 750RB Amber Calabash & Brown Crate,AA,8,2022,3528.51,125
